"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 17 07:26:28 GMT 2021","Tue Aug 17 07:26:31 GMT 2021","3224","","privacy_policy.PrivacyAndPolicyPageTest","","privacy_policy.PrivacyAndPolicyPageTest","privacyPolicyTest","TC-13, Adatvédelmi nyilatkozat használata.",""
"passed","Tue Aug 17 07:23:26 GMT 2021","Tue Aug 17 07:23:27 GMT 2021","882","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest","TC-06, File lementése eltérő tartalom esetén.",""
"passed","Tue Aug 17 07:24:29 GMT 2021","Tue Aug 17 07:24:31 GMT 2021","1037","","starter.StarterPageTest","","starter.StarterPageTest","clickEnglishButtonTest","TC-02, A nyelv kiválasztása a honlapon.",""
"passed","Tue Aug 17 07:23:27 GMT 2021","Tue Aug 17 07:23:28 GMT 2021","1201","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","searchAndSaveToFileTest2","TC-07, File nem kerül lementésre, azonos tartalom esetén.",""
"passed","Tue Aug 17 07:24:22 GMT 2021","Tue Aug 17 07:24:28 GMT 2021","6298","","logout.LogOutPageTest","","logout.LogOutPageTest","loggingOutTest","TC-15, Kijelentkezés a weboldalról, a fiókból.",""
"passed","Tue Aug 17 07:24:31 GMT 2021","Tue Aug 17 07:24:33 GMT 2021","2549","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","deleteSendedDataTest","TC-12, Adat(ok) törlése.",""
"passed","Tue Aug 17 07:24:28 GMT 2021","Tue Aug 17 07:24:29 GMT 2021","1156","","special.SpecialPagesTest","","special.SpecialPagesTest","clickOnExternalLinkTest","TC-14, Átnavigálás másik weboldalra.",""
"passed","Tue Aug 17 07:23:28 GMT 2021","Tue Aug 17 07:24:22 GMT 2021","53683","","searchresult.SearchResultPageTest","","searchresult.SearchResultPageTest","morePagesListsTest","TC-11, Többoldalas lista bejárása.",""
"passed","Tue Aug 17 07:24:43 GMT 2021","Tue Aug 17 07:26:28 GMT 2021","104580","","ferrari.FerrariPageTest","","ferrari.FerrariPageTest","dataListTest","TC-09, Ellenőrizze, hogy a megjelölt, megfelelő adatot találja meg, listaként járja be weboldalt és a találatokat számolja meg.",""
"passed","Tue Aug 17 07:24:33 GMT 2021","Tue Aug 17 07:24:36 GMT 2021","2511","","external.ExternalLinkPageTest","","external.ExternalLinkPageTest","newDataSendTest","TC-10, Új adat küldése.",""
"passed","Tue Aug 17 07:23:18 GMT 2021","Tue Aug 17 07:23:26 GMT 2021","7893","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","sendFileFromOuterSourceTest","TC-08, Adadbevitel külső forrásból, folyamatosan.",""
"passed","Tue Aug 17 07:24:36 GMT 2021","Tue Aug 17 07:24:41 GMT 2021","5646","","main.MainPageTest","","main.MainPageTest","validLoginTest","TC-03, Sikeres bejelentkezés, helyes adatokkal.",""
"passed","Tue Aug 17 07:23:07 GMT 2021","Tue Aug 17 07:23:18 GMT 2021","11631","","loggedinmainpage.LoggedInMainPageTest","","loggedinmainpage.LoggedInMainPageTest","dataModifingTest","TC-05, Bevitt adat módosítása.",""
"passed","Tue Aug 17 07:24:41 GMT 2021","Tue Aug 17 07:24:43 GMT 2021","2131","","main.MainPageTest","","main.MainPageTest","invalidLoginTest","TC-04, Sikertelen bejelentkezés, helytelen jelszóval.",""
